Age of vehicle,engine capacity (cc),Fuel consumption (metric combined),Noise level (dB(A)),fuel type,gearbox,CO2 emission (g/km)
-0.46733689,0.5811853,0.491707656,0.01188782,0.800217618,0.371516796,226
0.453026616,0.404745426,0.491707656,0.069049872,0.800217618,0.371516796,226
1.265112061,0.3515334,0.491707656,-0.060863882,0.800217618,0.371516796,226
0.453026616,1.272941633,0.491707656,0.100229173,-1.1847247,0.371516796,250
0.398887586,0.5811853,0.491707656,-0.055667332,0.800217618,0.23594479,226
-0.250780771,-0.124574198,0.491707656,0.095032623,0.800217618,1.32052084,224
-0.034224652,1.562807141,0.491707656,0.043067121,0.800217618,1.456092847,224
1.265112061,-0.40883844,0.491707656,0.043067121,0.800217618,1.727236859,226
0.453026616,-0.104969767,0.46156501,0.095032623,0.800217618,-1.662063299,224
1.265112061,-0.124574198,0.46156501,0.043067121,0.800217618,-1.662063299,223
1.048555943,-0.124574198,0.46156501,-0.060863882,0.800217618,-1.662063299,223
-0.683893009,1.251936886,0.46156501,0.043067121,0.800217618,-0.848631261,217
0.831999824,-0.104969767,0.46156501,-0.092043183,0.800217618,-0.306343235,223
1.265112061,-0.104969767,0.46156501,-0.092043183,0.800217618,-0.306343235,223
1.048555943,-0.104969767,0.46156501,-0.092043183,0.800217618,-0.306343235,223
-0.46733689,0.5811853,0.46156501,-0.076453533,0.800217618,-0.306343235,223
-0.683893009,0.5811853,0.46156501,-0.076453533,0.800217618,-0.306343235,223
-0.46733689,1.251936886,0.46156501,-0.112829384,-1.1847247,0.100372784,199
1.048555943,0.294120425,0.46156501,0.043067121,-1.1847247,0.371516796,246
1.265112061,-0.106370084,0.46156501,0.043067121,0.800217618,0.371516796,223
0.615443705,-0.106370084,0.46156501,0.043067121,0.800217618,0.371516796,223
1.265112061,0.3515334,0.46156501,-0.060863882,0.800217618,0.371516796,223
0.831999824,-0.104969767,0.46156501,-0.024488031,0.800217618,0.23594479,221
0.615443705,-0.104969767,0.46156501,-0.024488031,0.800217618,0.23594479,221
0.398887586,-0.104969767,0.46156501,-0.024488031,0.800217618,0.23594479,222
1.265112061,-0.40883844,0.46156501,0.095032623,0.800217618,1.727236859,223
1.048555943,-0.114771983,0.431422363,-0.008898381,-1.1847247,-1.662063299,246
0.615443705,-0.114771983,0.431422363,-0.008898381,-1.1847247,-1.662063299,246
0.398887586,-0.114771983,0.431422363,-0.008898381,-1.1847247,-1.662063299,246
0.453026616,-0.104969767,0.431422363,-0.060863882,0.800217618,-1.662063299,221
0.453026616,-0.118972932,0.431422363,0.095032623,0.800217618,-1.662063299,218
-0.250780771,-0.104969767,0.431422363,-0.060863882,0.800217618,-1.662063299,221
1.265112061,-0.124574198,0.431422363,-0.060863882,0.800217618,-1.662063299,221
1.048555943,-0.124574198,0.431422363,-0.060863882,0.800217618,-1.662063299,221
-0.250780771,1.272941633,0.431422363,-0.034881131,-1.1847247,0.778232815,243
0.831999824,-0.109170717,0.431422363,-0.112829384,0.800217618,0.23594479,220
1.048555943,-0.109170717,0.431422363,-0.112829384,0.800217618,0.23594479,220
0.398887586,1.160916316,0.401279717,0.043067121,-1.1847247,-1.662063299,241
0.831999824,-0.137177046,0.401279717,-0.060863882,0.800217618,-1.662063299,218
0.831999824,-0.389234009,0.401279717,-0.008898381,0.800217618,-1.662063299,219
0.615443705,-0.137177046,0.401279717,-0.060863882,0.800217618,-1.662063299,218
-0.034224652,1.77705556,0.401279717,0.043067121,0.800217618,-1.662063299,241
1.265112061,-0.124574198,0.401279717,-0.008898381,0.800217618,-1.662063299,218
0.615443705,1.232332456,0.401279717,0.095032623,-1.1847247,0.371516796,240
-0.034224652,-0.104969767,0.401279717,-0.034881131,0.800217618,0.371516796,217
-0.250780771,-0.104969767,0.401279717,-0.034881131,0.800217618,0.371516796,217
0.615443705,-0.104969767,0.401279717,-0.268725889,0.800217618,0.778232815,220
0.398887586,-0.104969767,0.401279717,-0.268725889,0.800217618,0.778232815,220
-0.250780771,1.272941633,0.401279717,-0.034881131,-1.1847247,0.778232815,240
-0.46733689,0.980275492,0.401279717,-0.112829384,0.800217618,1.32052084,214
0.182331467,-0.124574198,0.401279717,0.043067121,0.800217618,1.727236859,218
0.182331467,-0.389234009,0.371137071,-0.008898381,0.800217618,-1.662063299,215
-0.268971485,-0.104969767,0.371137071,0.032674021,0.800217618,-1.662063299,212
-0.250780771,1.272941633,0.371137071,-0.128419034,-1.1847247,-1.25534728,238
-0.683893009,1.272941633,0.371137071,-0.128419034,-1.1847247,-1.25534728,224
-1.550117484,0.5811853,0.371137071,0.043067121,-1.1847247,-1.119775273,238
1.048555943,-0.104969767,0.371137071,-0.164794885,0.800217618,-0.306343235,217
1.265112061,-0.106370084,0.371137071,0.043067121,0.800217618,0.371516796,215
0.831999824,-0.106370084,0.371137071,0.095032623,0.800217618,0.371516796,215
0.398887586,-0.106370084,0.371137071,0.095032623,0.800217618,0.371516796,215
0.831999824,0.592387832,0.371137071,-0.008898381,-1.1847247,1.184948834,243
0.615443705,0.592387832,0.371137071,-0.008898381,-1.1847247,1.184948834,243
1.265112061,0.592387832,0.371137071,-0.008898381,-1.1847247,1.727236859,243
1.265112061,0.543376756,0.340994424,-0.008898381,-1.1847247,-1.662063299,240
1.048555943,0.543376756,0.340994424,-0.008898381,-1.1847247,-1.662063299,240
0.453026616,-0.104969767,0.340994424,-0.123222484,0.800217618,-1.662063299,213
1.265112061,0.592387832,0.340994424,-0.008898381,-1.1847247,1.184948834,240
1.265112061,0.592387832,0.340994424,-0.008898381,-1.1847247,1.727236859,240
1.265112061,-0.137177046,0.310851778,0.043067121,0.800217618,-1.662063299,211
0.831999824,-0.663696036,0.310851778,0.095032623,0.800217618,-1.662063299,211
0.615443705,-0.137177046,0.310851778,0.043067121,0.800217618,-1.662063299,211
0.615443705,-0.137177046,0.310851778,0.043067121,0.800217618,-1.662063299,211
0.398887586,-0.137177046,0.310851778,0.043067121,0.800217618,-1.662063299,211
0.182331467,0.400544476,0.310851778,-0.112829384,0.800217618,-1.662063299,210
0.831999824,-0.104969767,0.310851778,-0.268725889,0.800217618,-1.119775273,209
0.615443705,-0.104969767,0.310851778,-0.268725889,0.800217618,-1.119775273,209
0.398887586,-0.104969767,0.310851778,-0.268725889,0.800217618,-1.119775273,209
-0.034224652,-0.104969767,0.310851778,-0.268725889,0.800217618,-1.119775273,209
-0.034224652,-0.104969767,0.310851778,-0.112829384,0.800217618,-0.306343235,209
0.831999824,1.232332456,0.310851778,0.095032623,-1.1847247,0.371516796,232
0.615443705,1.232332456,0.310851778,0.095032623,-1.1847247,0.371516796,232
0.398887586,1.232332456,0.310851778,0.095032623,-1.1847247,0.371516796,232
0.453026616,-0.104969767,0.310851778,0.095032623,0.800217618,0.371516796,211
1.265112061,-0.124574198,0.310851778,0.043067121,0.800217618,0.371516796,211
-0.46733689,0.547577705,0.310851778,0.115818823,-1.1847247,0.778232815,232
-0.683893009,0.547577705,0.310851778,0.115818823,-1.1847247,0.778232815,232
0.615443705,0.592387832,0.310851778,0.146998124,-1.1847247,1.727236859,238
0.398887586,1.160916316,0.280709132,0.146998124,-1.1847247,0.371516796,222
0.182331467,-0.106370084,0.280709132,0.095032623,0.800217618,0.371516796,208
0.453026616,-0.104969767,0.280709132,0.095032623,0.800217618,0.371516796,207
1.265112061,-0.124574198,0.280709132,0.043067121,0.800217618,0.371516796,209
1.048555943,-0.124574198,0.280709132,0.069049872,0.800217618,0.371516796,209
0.182331467,-0.124574198,0.280709132,0.069049872,0.800217618,0.371516796,209
0.615443705,-0.104969767,0.280709132,-0.268725889,0.800217618,0.778232815,208
0.398887586,-0.104969767,0.280709132,-0.268725889,0.800217618,0.778232815,208
-0.034224652,-0.104969767,0.280709132,-0.268725889,0.800217618,0.778232815,208
1.265112061,-0.137177046,0.250566485,0.043067121,0.800217618,-1.662063299,206
0.615443705,-0.137177046,0.250566485,0.043067121,0.800217618,-1.662063299,206
0.615443705,-0.40883844,0.250566485,-0.060863882,0.800217618,-1.797635305,206
0.453026616,0.404745426,0.250566485,-0.102436283,0.800217618,0.371516796,206
-0.268971485,-0.104969767,0.250566485,-0.076453533,0.800217618,0.371516796,202
1.265112061,-0.124574198,0.250566485,0.043067121,0.800217618,0.371516796,206
1.265112061,-0.40883844,0.250566485,-0.008898381,0.800217618,0.371516796,206
-0.683893009,-0.106370084,0.220423839,-0.164794885,0.800217618,-0.306343235,199
-0.46733689,0.593788148,0.220423839,0.043067121,-1.1847247,0.371516796,225
-0.683893009,0.593788148,0.220423839,0.043067121,-1.1847247,0.371516796,225
1.265112061,-0.137177046,0.220423839,0.095032623,0.800217618,0.371516796,203
0.831999824,-0.389234009,0.220423839,0.095032623,0.800217618,0.371516796,205
0.182331467,0.400544476,0.220423839,-0.008898381,0.800217618,0.371516796,198
0.453026616,-0.104969767,0.220423839,0.00149472,0.800217618,0.371516796,202
1.265112061,-0.40883844,0.220423839,-0.008898381,0.800217618,0.371516796,204
-1.550117484,0.5811853,0.220423839,-0.008898381,-1.1847247,0.778232815,224
1.048555943,-0.114771983,0.190281193,0.043067121,-1.1847247,-1.662063299,224
0.615443705,-0.114771983,0.190281193,0.043067121,-1.1847247,-1.662063299,224
0.398887586,-0.114771983,0.190281193,0.043067121,-1.1847247,-1.662063299,224
-0.034224652,-0.104969767,0.190281193,-0.112829384,0.800217618,-1.662063299,200
-0.46733689,-0.104969767,0.190281193,-0.112829384,0.800217618,-1.662063299,200
1.048555943,-0.669297302,0.190281193,-0.268725889,0.800217618,-1.662063299,202
1.265112061,0.592387832,0.190281193,0.095032623,-1.1847247,-1.25534728,227
-0.250780771,0.589587199,0.190281193,0.032674021,-1.1847247,0.371516796,221
-0.683893009,0.589587199,0.190281193,0.032674021,-1.1847247,0.371516796,221
0.831999824,-0.137177046,0.190281193,-0.060863882,0.800217618,0.371516796,202
0.615443705,-0.137177046,0.190281193,-0.060863882,0.800217618,0.371516796,202
-0.46733689,-0.109170717,0.190281193,-0.00370183,-1.1847247,0.778232815,224
-0.683893009,-0.109170717,0.190281193,-0.00370183,-1.1847247,0.778232815,224
-0.250780771,-0.106370084,0.190281193,-0.060863882,0.800217618,0.778232815,204
0.453026616,-0.387833693,0.190281193,-0.008898381,0.800217618,0.778232815,200
-0.034224652,1.251936886,0.190281193,0.043067121,-1.1847247,1.32052084,224
-0.46733689,-0.663696036,0.160138546,0.095032623,0.800217618,-1.662063299,198
