Age of vehicle,engine capacity (cc),Fuel consumption (metric combined),fuel type,gearbox,Noise level (dB(A)),Nox emissions (g/km),HC emissions (g/km),CO2 emission (g/km),CO emissions (g/km)
-0.295829059,-0.672908024,-0.351231644,0.782047997,-1.68056389,-0.009915057,0.014,0.044,166,0.197
-1.18954396,-0.672908024,-0.351231644,0.782047997,-0.319922872,-0.290208842,0.009,0.045,159,0.311
-1.412972685,-0.672908024,-0.351231644,0.782047997,-0.319922872,-0.290208842,0.009,0.045,159,0.311
-1.412972685,2.244932945,-0.351231644,0.782047997,0.768589942,-0.290208842,0.009,0.045,262,0.311
-0.966115235,-0.672908024,-0.351231644,0.782047997,-0.319922872,-0.290208842,0.042,0.045,159,0.311
-0.74268651,-0.394753499,-0.351231644,0.782047997,0.768589942,0.092009956,0.02,0.02,165,0.2
-0.74268651,-0.116598973,-0.351231644,0.782047997,-0.319922872,-0.009915057,0.01,0.04,164,0.19
-0.74268651,-0.116598973,-0.351231644,0.782047997,-0.319922872,-0.009915057,0.01,0.04,165,0.19
-0.74268651,-0.394753499,-0.351231644,0.782047997,1.040718146,0.04104745,0.01,0.05,164,0.26
0.430314297,-0.672908024,-0.351231644,0.782047997,0.360397637,-0.11184007,0.03,0.06,168,0.55
0.374457116,-0.813376059,-0.351231644,0.782047997,0.360397637,0.025758698,0.013,0.063,165,0.621
0.430314297,-0.672908024,-0.351231644,0.782047997,0.360397637,-0.060877563,0.03,0.06,168,0.55
1.268172016,-0.672908024,-0.351231644,0.782047997,0.360397637,-0.060877563,0.047,0.083,168,0.504
-0.072400334,-0.126334382,-0.30661586,-1.277345062,0.768589942,-0.009915057,0.218,0.008,187,0.148
1.268172016,-0.149977516,-0.30661586,-1.277345062,0.224333535,-0.060877563,0.388,0.029,188,0.35
-0.295829059,-0.394753499,-0.30661586,0.782047997,0.768589942,0.04104745,0.02,0.018,169,0.326
-0.295829059,-0.672908024,-0.30661586,0.782047997,0.360397637,-0.11184007,0.03,0.059,166,0.811
-0.74268651,-0.13606979,-0.30661586,0.782047997,-1.408435687,0.092009956,0.023,0.071,167,0.76
1.268172016,-0.672908024,-0.30661586,0.782047997,0.360397637,-0.060877563,0.047,0.083,170,0.504
0.821314566,0.142084735,-0.262000075,-1.277345062,0.768589942,0.030854949,0.45,0.04,190,0.43
0.597885841,0.142084735,-0.262000075,-1.277345062,0.768589942,0.030854949,0.45,0.04,190,0.43
0.374457116,0.142084735,-0.262000075,-1.277345062,0.768589942,0.030854949,0.45,0.04,190,0.43
-0.072400334,0.142084735,-0.262000075,-1.277345062,0.768589942,0.030854949,0.45,0.04,190,0.43
-1.859830135,-0.557473896,-0.262000075,0.782047997,0.768589942,0.092009956,0.004,0.024,165,0.248
-2.08325886,-0.557473896,-0.262000075,0.782047997,0.768589942,0.092009956,0.004,0.024,165,0.248
0.430314297,-0.400316589,-0.262000075,0.782047997,0.360397637,0.04104745,0.05,0.03,171,0.48
0.430314297,-0.400316589,-0.262000075,0.782047997,0.360397637,0.04104745,0.05,0.03,172,0.48
-0.295829059,-0.400316589,-0.262000075,0.782047997,0.360397637,0.04104745,0.05,0.03,171,0.48
-0.295829059,-0.400316589,-0.262000075,0.782047997,0.360397637,0.04104745,0.05,0.03,172,0.48
-0.314597072,-0.394753499,-0.262000075,0.782047997,0.360397637,-0.060877563,0.01,0.04,170,0.422
0.430314297,-0.672908024,-0.262000075,0.782047997,0.360397637,-0.060877563,0.03,0.06,172,0.55
1.268172016,-0.672908024,-0.262000075,0.782047997,0.360397637,0.092009956,0.042,0.059,173,0.191
1.044743291,-0.672908024,-0.262000075,0.782047997,0.360397637,-0.009915057,0.032,0.061,173,0.353
-0.072400334,-0.126334382,-0.217384291,-1.277345062,-1.68056389,-0.11184007,0.193,0.001,191,0.056
-0.072400334,0.147647826,-0.217384291,-1.277345062,0.360397637,-0.009915057,0.315,0.038,191,0.311
0.374457116,-0.13606979,-0.217384291,0.782047997,0.360397637,0.04104745,0.035,0.082,175,0.193
-0.519257785,-0.671517251,-0.217384291,0.782047997,0.360397637,0.092009956,0.01,0.03,174,0.36
1.268172016,-1.030336588,-0.217384291,0.782047997,-1.68056389,-0.162802576,0.01,0.07,176,0.65
0.597885841,-1.030336588,-0.217384291,0.782047997,-1.68056389,-0.162802576,0.01,0.07,176,0.65
-0.072400334,-0.435085905,-0.172768507,0.782047997,0.360397637,-0.009915057,0.005,0.032,177,0.428
0.821314566,-0.435085905,-0.172768507,0.782047997,0.496461739,-0.060877563,0.01,0.05,177,0.64
0.597885841,-0.435085905,-0.172768507,0.782047997,0.496461739,-0.060877563,0.01,0.05,177,0.64
0.374457116,-0.435085905,-0.172768507,0.782047997,0.360397637,-0.060877563,0.01,0.05,177,0.64
-0.295829059,-0.672908024,-0.172768507,0.782047997,-1.68056389,-0.060877563,0.014,0.053,175,0.251
-0.74268651,-0.131897472,-0.172768507,0.782047997,0.768589942,-0.015011307,0.01,0.02,174,0.32
-0.74268651,-0.394753499,-0.172768507,0.782047997,0.768589942,0.04104745,0.036,0.046,172,0.31
0.430314297,-0.400316589,-0.172768507,0.782047997,0.768589942,-0.009915057,0.01,0.06,178,1.01
1.268172016,-0.671517251,-0.172768507,0.782047997,0.360397637,-0.060877563,0.024,0.042,176,0.528
0.597885841,-0.671517251,-0.172768507,0.782047997,0.360397637,-0.060877563,0.024,0.042,176,0.528
-0.295829059,0.142084735,-0.128152722,-1.277345062,0.768589942,0.005373695,0.233,0.029,201,0.137
0.821314566,-0.435085905,-0.128152722,0.782047997,0.360397637,0.04104745,0.02,0.024,180,0.589
1.044743291,-0.435085905,-0.128152722,0.782047997,0.360397637,0.04104745,0.02,0.024,180,0.589
0.374457116,-0.435085905,-0.128152722,0.782047997,0.360397637,0.04104745,0.02,0.024,180,0.589
0.151028391,-0.435085905,-0.128152722,0.782047997,0.360397637,0.04104745,0.02,0.024,180,0.589
-0.072400334,-0.435085905,-0.128152722,0.782047997,0.360397637,0.04104745,0.02,0.024,180,0.589
-0.072400334,-0.397535044,-0.128152722,0.782047997,0.360397637,0.04104745,0.034,0.027,180,0.751
1.268172016,-0.435085905,-0.128152722,0.782047997,0.360397637,0.04104745,0.054,0.055,180,0.667
-0.314597072,-0.116598973,-0.128152722,0.782047997,1.040718146,-0.009915057,0.05,0.03,179,0.41
0.430314297,-0.397535044,-0.128152722,0.782047997,1.040718146,-0.009915057,0.05,0.03,179,0.41
-0.74268651,-0.13606979,-0.128152722,0.782047997,1.721038655,0.092009956,0.029,0.034,174,0.386
-0.74268651,-0.131897472,-0.128152722,0.782047997,1.040718146,-0.122032571,0.01,0.04,177,0.28
0.430314297,-0.672908024,-0.128152722,0.782047997,0.360397637,0.04104745,0.02,0.04,178,0.57
-0.314597072,-0.672908024,-0.128152722,0.782047997,0.360397637,0.04104745,0.02,0.04,178,0.57
1.268172016,-0.671517251,-0.128152722,0.782047997,0.360397637,-0.009915057,0.048,0.043,179,0.36
0.151028391,-0.435085905,-0.083536938,0.782047997,0.360397637,0.04104745,0.02,0.024,183,0.589
-0.966115235,-0.117989746,-0.083536938,0.782047997,-0.319922872,-0.213765083,0.01,0.044,179,0.324
-1.18954396,-0.645092571,-0.083536938,0.782047997,-0.319922872,0.295859982,0.001,0.056,175,0.444
-0.74268651,-0.13606979,-0.083536938,0.782047997,-0.047794669,-0.060877563,0.017,0.054,181,0.425
0.151028391,-0.13606979,-0.083536938,0.782047997,0.768589942,-0.060877563,0.038,0.07,182,0.222
0.821314566,-0.671517251,-0.083536938,0.782047997,0.360397637,0.04104745,0.108,0.034,182,0.204
0.597885841,-0.671517251,-0.083536938,0.782047997,0.360397637,0.04104745,0.108,0.034,182,0.204
0.374457116,-0.671517251,-0.083536938,0.782047997,0.360397637,0.04104745,0.108,0.034,182,0.204
0.151028391,-0.672908024,-0.083536938,0.782047997,0.768589942,0.092009956,0.023,0.038,181,0.12
0.597885841,-1.030336588,-0.083536938,0.782047997,-1.68056389,-0.060877563,0.04,0.041,181,0.47
0.597885841,-0.671517251,-0.083536938,0.782047997,-1.68056389,-0.009915057,0.06,0.044,183,0.32
0.597885841,-0.435085905,-0.038921154,0.782047997,0.224333535,-0.009915057,0.01,0.035,183,0.449
0.374457116,-0.435085905,-0.038921154,0.782047997,0.224333535,-0.009915057,0.01,0.035,183,0.449
0.151028391,-0.435085905,-0.038921154,0.782047997,0.224333535,-0.009915057,0.01,0.035,183,0.449
-0.072400334,-0.435085905,-0.038921154,0.782047997,0.224333535,-0.009915057,0.01,0.035,183,0.449
0.430314297,-0.397535044,-0.038921154,0.782047997,0.360397637,-0.009915057,0.01,0.03,184,0.37
-0.314597072,-0.397535044,-0.038921154,0.782047997,0.360397637,-0.009915057,0.01,0.03,184,0.37
0.430314297,-0.400316589,-0.038921154,0.782047997,-1.68056389,-0.060877563,0.03,0.04,187,0.45
-0.295829059,-0.400316589,-0.038921154,0.782047997,-1.68056389,-0.060877563,0.03,0.04,187,0.45
-0.74268651,-0.13606979,-0.038921154,0.782047997,1.448910451,0.092009956,0.025,0.056,177,0.521
-0.519257785,-0.677080342,-0.038921154,0.782047997,-1.136307483,-0.009915057,0.04,0.074,183,0.494
0.430314297,-0.400316589,-0.038921154,0.782047997,0.768589942,0.04104745,0.03,0.13,185,1.22
1.268172016,-0.672908024,-0.038921154,0.782047997,0.360397637,0.04104745,0.031,0.055,185,0.53
0.821314566,-0.435085905,0.005694631,0.782047997,-1.68056389,-0.060877563,0.031,0.027,188,0.512
1.044743291,-0.435085905,0.005694631,0.782047997,-1.68056389,-0.060877563,0.031,0.027,188,0.512
0.597885841,-0.435085905,0.005694631,0.782047997,-1.68056389,-0.060877563,0.031,0.027,187,0.512
0.374457116,-0.435085905,0.005694631,0.782047997,-1.68056389,-0.060877563,0.031,0.027,187,0.512
0.151028391,-0.435085905,0.005694631,0.782047997,-1.68056389,-0.060877563,0.031,0.027,187,0.512
0.821314566,0.142084735,0.005694631,-1.277345062,0.224333535,0.04104745,0.024,0.036,168,0.355
0.821314566,-0.435085905,0.005694631,0.782047997,0.224333535,0.04104745,0.024,0.036,186,0.355
1.268172016,-0.435085905,0.005694631,0.782047997,0.224333535,0.04104745,0.024,0.036,186,0.355
1.044743291,-0.435085905,0.005694631,0.782047997,0.224333535,0.04104745,0.024,0.036,186,0.355
1.268172016,-0.435085905,0.005694631,0.782047997,-1.68056389,-0.060877563,0.067,0.068,188,0.49
0.430314297,-0.672908024,0.005694631,0.782047997,-1.68056389,-0.11184007,0.02,0.05,188,0.45
1.268172016,-0.816157604,0.005694631,0.782047997,-1.68056389,-0.162802576,0.02,0.043,188,0.46
0.597885841,-0.816157604,0.005694631,0.782047997,-1.68056389,-0.162802576,0.02,0.043,188,0.46
1.268172016,-0.96218873,0.005694631,0.782047997,-1.68056389,0.04104745,0.019,0.062,187,0.31
1.044743291,-0.96218873,0.005694631,0.782047997,-1.68056389,0.04104745,0.019,0.062,187,0.31
0.430314297,-0.672908024,0.050310415,0.782047997,-1.68056389,-0.11184007,0.02,0.05,190,0.45
1.268172016,-0.418396633,0.050310415,0.782047997,0.360397637,-0.009915057,0.036,0.078,190,0.874
1.268172016,-0.684034205,0.050310415,0.782047997,0.360397637,-0.060877563,0.058,0.061,190,0.592
1.268172016,-0.96218873,0.050310415,0.782047997,0.360397637,0.04104745,0.06,0.095,190,0.526
-0.072400334,-0.126334382,0.094926199,-1.277345062,-1.68056389,-0.060877563,0.161,0.009,210,0.216
-0.295829059,-0.117989746,0.094926199,0.782047997,-0.319922872,-0.213765083,0.018,0.044,192,0.324
0.821314566,-0.435085905,0.094926199,0.782047997,-1.68056389,-0.11184007,0.07,0.07,192,0.6
0.597885841,-0.435085905,0.094926199,0.782047997,-1.68056389,-0.11184007,0.07,0.07,192,0.6
0.374457116,-0.435085905,0.094926199,0.782047997,-1.68056389,-0.11184007,0.07,0.07,192,0.6
-0.072400334,-0.435085905,0.094926199,0.782047997,-1.68056389,-0.11184007,0.07,0.07,192,0.6
-0.519257785,-0.13606979,0.094926199,0.782047997,-1.136307483,0.092009956,0.043,0.052,192,0.179
-0.072400334,-0.677080342,0.094926199,0.782047997,-1.136307483,-0.009915057,0.035,0.06,192,0.434
1.044743291,-0.13606979,0.094926199,0.782047997,-1.408435687,-0.009915057,0.037,0.082,192,0.712
0.821314566,-0.13606979,0.094926199,0.782047997,-1.408435687,-0.009915057,0.038,0.088,192,0.705
0.597885841,-0.148586744,0.094926199,0.782047997,0.360397637,0.092009956,0.036,0.024,193,0.276
0.374457116,-0.148586744,0.094926199,0.782047997,0.360397637,0.092009956,0.036,0.024,193,0.276
-0.072400334,-0.116598973,0.094926199,0.782047997,0.360397637,-0.060877563,0.014,0.029,190,0.343
-0.519257785,-0.116598973,0.094926199,0.782047997,0.360397637,-0.060877563,0.014,0.029,190,0.343
1.268172016,-0.148586744,0.094926199,0.782047997,0.360397637,-0.009915057,0.024,0.029,192,0.384
0.597885841,-0.148586744,0.094926199,0.782047997,0.360397637,-0.009915057,0.024,0.029,192,0.384
0.151028391,-0.117989746,0.094926199,0.782047997,0.360397637,0.04104745,0.01,0.03,190,0.354
-0.519257785,-0.148586744,0.094926199,0.782047997,0.360397637,0.04104745,0.016,0.032,190,0.4
1.268172016,-0.677080342,0.094926199,0.782047997,0.360397637,-0.009915057,0.054,0.046,192,0.583
0.821314566,-0.671517251,0.094926199,0.782047997,0.360397637,0.092009956,0.036,0.053,191,0.47
0.597885841,-0.671517251,0.094926199,0.782047997,-1.68056389,-0.009915057,0.05,0.058,192,0.36
1.268172016,-0.677080342,0.094926199,0.782047997,0.360397637,-0.009915057,0.054,0.061,192,0.583
-0.072400334,0.147647826,0.139541984,-1.277345062,-1.272371585,-0.009915057,0.288,0,212,0.041
-0.519257785,-0.120771291,0.139541984,-1.277345062,-1.136307483,-0.305497594,0,0.015,216,0.076
-0.519257785,-0.13606979,0.139541984,0.782047997,-1.408435687,0.04104745,0.018,0.038,194,0.636
0.430314297,-0.116598973,0.139541984,0.782047997,0.360397637,-0.009915057,0.02,0.07,191,0.49
0.430314297,-0.116598973,0.139541984,0.782047997,0.360397637,-0.009915057,0.02,0.07,193,0.49
-0.295829059,-0.116598973,0.139541984,0.782047997,0.360397637,-0.009915057,0.02,0.07,191,0.49
-0.295829059,-0.116598973,0.139541984,0.782047997,0.360397637,-0.009915057,0.02,0.07,193,0.49
0.151028391,-0.418396633,0.139541984,0.782047997,0.360397637,-0.009915057,0.017,0.047,194,0.646
1.268172016,-0.13606979,0.139541984,0.782047997,0.360397637,0.04104745,0.03,0.068,194,0.794
-0.072400334,0.147647826,0.184157768,-1.277345062,-1.272371585,-0.009915057,0.288,0,218,0.041
-0.295829059,-0.117989746,0.184157768,0.782047997,0.768589942,-0.060877563,0.011,0.028,199,0.211
0.597885841,-0.435085905,0.184157768,0.782047997,-1.816627992,-0.213765083,0.082,0.071,199,0.746
-0.072400334,0.142084735,0.184157768,-1.277345062,0.768589942,-0.213765083,0.082,0.071,189,0.746
-0.519257785,1.550937405,0.184157768,0.782047997,-1.408435687,0.092009956,0.013,0.064,194,0.205
-0.295829059,-0.13606979,0.184157768,0.782047997,0.360397637,0.04104745,0.044,0.068,193,0.682
1.268172016,-0.148586744,0.184157768,0.782047997,0.360397637,-0.009915057,0.024,0.029,196,0.384
0.597885841,-0.148586744,0.184157768,0.782047997,0.360397637,-0.009915057,0.024,0.029,196,0.384
0.151028391,-0.117989746,0.184157768,0.782047997,0.360397637,0.04104745,0.01,0.03,194,0.354
1.268172016,-0.671517251,0.184157768,0.782047997,-1.68056389,0.04104745,0.024,0.035,196,0.432
0.597885841,-0.671517251,0.184157768,0.782047997,-1.68056389,0.04104745,0.024,0.035,196,0.432
0.151028391,-0.13606979,0.184157768,0.782047997,-0.047794669,-0.213765083,0.026,0.053,194,0.251
-0.072400334,-0.418396633,0.228773553,0.782047997,0.360397637,-0.060877563,0.017,0.02,199,0.446
-0.74268651,-0.418396633,0.228773553,0.782047997,0.360397637,-0.060877563,0.017,0.02,199,0.446
0.821314566,-0.418396633,0.228773553,0.782047997,0.360397637,-0.060877563,0.022,0.049,199,0.572
0.430314297,-0.397535044,0.228773553,0.782047997,0.768589942,-0.009915057,0.08,0.1,198,1.21
0.430314297,-0.397535044,0.228773553,0.782047997,0.768589942,0.092009956,0.08,0.1,211,1.21
-0.519257785,-0.671517251,0.228773553,0.782047997,-1.68056389,0.092009956,0.01,0.03,198,0.37
1.268172016,-0.418396633,0.228773553,0.782047997,0.360397637,-0.009915057,0.037,0.032,199,0.35
0.151028391,-0.398925816,0.228773553,0.782047997,0.360397637,0.092009956,0.02,0.05,198,0.41
-0.519257785,-0.120771291,0.273389337,-1.277345062,0.768589942,-0.004818806,0.344,0.026,224,0.199
-0.74268651,-0.120771291,0.273389337,-1.277345062,0.768589942,-0.004818806,0.344,0.026,224,0.199
-0.295829059,-0.117989746,0.273389337,0.782047997,0.768589942,-0.060877563,0.016,0.028,204,0.364
0.430314297,-0.397535044,0.273389337,0.782047997,0.768589942,-0.009915057,0.04,0.1,200,1.23
0.821314566,-0.148586744,0.273389337,0.782047997,0.360397637,-0.060877563,0.084,0.024,202,0.252
0.597885841,-0.148586744,0.273389337,0.782047997,0.360397637,-0.060877563,0.084,0.024,202,0.252
-0.072400334,-0.116598973,0.273389337,0.782047997,-1.68056389,-0.11184007,0.05,0.03,200,0.294
-0.519257785,-0.116598973,0.273389337,0.782047997,-1.68056389,-0.11184007,0.05,0.03,200,0.294
1.044743291,-0.677080342,0.273389337,0.782047997,-1.68056389,-0.264727589,0.044,0.058,202,0.48
-1.63640141,0.564879613,0.318005121,-1.277345062,0.768589942,-0.009915057,0.221,0.024,224,0.368
-0.74268651,0.577396567,0.318005121,-1.277345062,0.360397637,0.04104745,0.273,0.047,225,0.374
-0.74268651,-0.117989746,0.318005121,0.782047997,-0.319922872,-0.162802576,0.02,0.054,199,0.228
0.430314297,-0.116598973,0.318005121,0.782047997,0.360397637,0.000277445,0.01,0.04,202,0.35
0.151028391,0.385469945,0.318005121,0.782047997,0.360397637,-0.009915057,0.007,0.024,198,0.447
1.268172016,-0.418396633,0.318005121,0.782047997,0.360397637,-0.009915057,0.037,0.032,204,0.35
0.821314566,-0.398925816,0.318005121,0.782047997,0.360397637,0.092009956,0.012,0.035,205,0.49
1.268172016,-0.148586744,0.318005121,0.782047997,0.360397637,0.092009956,0.036,0.054,203,0.52
0.597885841,-0.418396633,0.362620906,0.782047997,-1.408435687,-0.060877563,0.024,0.031,206,0.526
0.430314297,0.389642262,0.362620906,0.782047997,0.360397637,-0.101647568,0.02,0.04,206,0.32
-0.314597072,-0.116598973,0.362620906,0.782047997,0.360397637,-0.076166315,0.02,0.04,202,0.39
1.268172016,-0.13606979,0.362620906,0.782047997,0.360397637,0.04104745,0.016,0.023,206,0.337
1.268172016,-0.148586744,0.362620906,0.782047997,-1.68056389,0.04104745,0.024,0.031,206,0.22
0.597885841,-0.148586744,0.362620906,0.782047997,-1.68056389,0.04104745,0.024,0.031,206,0.22
1.268172016,-0.418396633,0.362620906,0.782047997,0.360397637,-0.009915057,0.037,0.032,206,0.35
0.597885841,-0.116598973,0.40723669,0.782047997,0.768589942,-0.264727589,0.02,0.05,208,0.58
0.374457116,-0.116598973,0.40723669,0.782047997,0.768589942,-0.264727589,0.02,0.05,208,0.58
-0.072400334,-0.116598973,0.40723669,0.782047997,0.768589942,-0.264727589,0.02,0.05,208,0.58
0.430314297,-0.116598973,0.40723669,0.782047997,0.360397637,0.092009956,0.04,0.07,207,0.39
1.268172016,-0.13606979,0.40723669,0.782047997,0.360397637,0.04104745,0.016,0.023,209,0.337
0.151028391,-0.117989746,0.40723669,0.782047997,0.360397637,0.092009956,0.012,0.038,208,0.552
1.044743291,-0.13606979,0.40723669,0.782047997,0.360397637,0.066528703,0.03,0.068,209,0.685
0.151028391,-0.13606979,0.40723669,0.782047997,0.360397637,0.066528703,0.03,0.068,209,0.685
-0.519257785,0.53150107,0.451852474,-1.277345062,0.768589942,0.112394959,0.355,0.041,232,0.483
-0.74268651,0.53150107,0.451852474,-1.277345062,0.768589942,0.112394959,0.355,0.041,232,0.483
0.821314566,1.211588884,0.451852474,-1.277345062,0.360397637,0.092009956,0.616,0.104,232,0.537
0.597885841,1.211588884,0.451852474,-1.277345062,0.360397637,0.092009956,0.616,0.104,232,0.537
0.374457116,1.211588884,0.451852474,-1.277345062,0.360397637,0.092009956,0.616,0.104,232,0.537
-0.072400334,-0.116598973,0.451852474,0.782047997,-0.319922872,-0.11184007,0.01,0.045,209,0.51
0.821314566,-0.116598973,0.451852474,0.782047997,-1.136307483,-0.264727589,0.02,0.05,209,0.58
0.597885841,-0.116598973,0.451852474,0.782047997,-1.136307483,-0.264727589,0.02,0.05,209,0.58
0.374457116,-0.116598973,0.451852474,0.782047997,-1.136307483,-0.264727589,0.02,0.05,209,0.58
-0.072400334,-0.116598973,0.451852474,0.782047997,-1.136307483,-0.264727589,0.02,0.05,209,0.58
0.430314297,-0.116598973,0.451852474,0.782047997,0.360397637,0.092009956,0.04,0.07,211,0.39
1.268172016,-0.13606979,0.451852474,0.782047997,0.360397637,0.04104745,0.016,0.023,211,0.337
0.151028391,0.385469945,0.451852474,0.782047997,-1.68056389,-0.11184007,0.006,0.024,210,0.284
0.597885841,-0.148586744,0.451852474,0.782047997,-1.68056389,0.04104745,0.024,0.03,211,0.22
1.268172016,-0.148586744,0.451852474,0.782047997,-1.68056389,0.04104745,0.024,0.031,211,0.22
0.597885841,-0.148586744,0.451852474,0.782047997,-1.68056389,0.04104745,0.048,0.035,211,0.18
0.374457116,-0.148586744,0.451852474,0.782047997,-1.68056389,0.04104745,0.048,0.035,211,0.18
0.821314566,-0.671517251,0.451852474,0.782047997,-1.68056389,0.092009956,0.024,0.089,211,0.65
0.430314297,-0.116598973,0.496468259,0.782047997,-1.68056389,-0.122032571,0.01,0.05,213,0.27
-1.63640141,0.564879613,0.541084043,-1.277345062,-1.136307483,0.04104745,0.2,0.024,238,0.204
1.044743291,-0.116598973,0.541084043,0.782047997,-0.319922872,-0.162802576,0.057,0.157,217,0.48
-0.314597072,-0.116598973,0.541084043,0.782047997,-1.68056389,0.030854949,0.04,0.04,212,0.27
0.151028391,-0.398925816,0.541084043,0.782047997,-1.68056389,-0.009915057,0.02,0.04,215,0.36
1.268172016,-0.117989746,0.541084043,0.782047997,0.360397637,0.04104745,0.012,0.071,215,0.68
0.821314566,-0.117989746,0.541084043,0.782047997,0.360397637,0.092009956,0.012,0.071,215,0.68
0.374457116,-0.117989746,0.541084043,0.782047997,0.360397637,0.092009956,0.012,0.071,215,0.68
0.597885841,1.211588884,0.585699827,-1.277345062,0.360397637,0.092009956,0.616,0.104,240,0.537
-0.072400334,-0.116598973,0.585699827,0.782047997,0.360397637,-0.03539631,0.014,0.038,217,0.53
-0.295829059,-0.116598973,0.585699827,0.782047997,0.360397637,-0.03539631,0.014,0.038,217,0.53
0.597885841,-0.116598973,0.585699827,0.782047997,0.768589942,-0.264727589,0.02,0.05,220,0.58
0.374457116,-0.116598973,0.585699827,0.782047997,0.768589942,-0.264727589,0.02,0.05,220,0.58
0.151028391,-0.13606979,0.585699827,0.782047997,1.721038655,0.04104745,0.03,0.046,218,0.643
-0.519257785,0.961249812,0.585699827,0.782047997,1.312846349,-0.11184007,0.05,0.057,214,0.341
0.821314566,-0.148586744,0.585699827,0.782047997,-1.68056389,-0.060877563,0.072,0.038,218,0.168
0.597885841,-0.148586744,0.585699827,0.782047997,-1.68056389,-0.060877563,0.072,0.038,218,0.168
0.821314566,-0.398925816,0.585699827,0.782047997,-1.68056389,-0.009915057,0.012,0.052,219,0.5
1.268172016,-0.13606979,0.585699827,0.782047997,-1.68056389,-0.009915057,0.067,0.12,218,1.016
0.821314566,-0.120771291,0.630315612,0.782047997,0.224333535,-0.11184007,0.056,0.144,220,0.664
1.044743291,-0.120771291,0.630315612,0.782047997,0.224333535,-0.11184007,0.056,0.144,220,0.664
0.430314297,-0.1305067,0.630315612,0.782047997,-1.68056389,0.092009956,0.01,0.05,218,0.31
0.430314297,-0.116598973,0.630315612,0.782047997,-1.68056389,-0.060877563,0.02,0.05,221,0.35
-0.295829059,-0.116598973,0.630315612,0.782047997,-1.68056389,-0.060877563,0.02,0.05,221,0.35
1.268172016,-0.13606979,0.630315612,0.782047997,-1.68056389,-0.060877563,0.07,0.082,221,0.668
1.044743291,-0.13606979,0.630315612,0.782047997,-1.68056389,-0.060877563,0.07,0.082,221,0.668
-0.519257785,0.564879613,0.674931396,0.782047997,-0.319922872,-0.076166315,0.01,0.035,223,0.192
-0.74268651,0.564879613,0.674931396,0.782047997,-0.319922872,-0.076166315,0.01,0.035,223,0.192
0.821314566,-0.116598973,0.674931396,0.782047997,0.224333535,-0.025203809,0.011,0.036,221,0.307
0.597885841,-0.116598973,0.674931396,0.782047997,0.224333535,-0.025203809,0.011,0.036,221,0.307
0.374457116,-0.116598973,0.674931396,0.782047997,0.224333535,-0.025203809,0.011,0.036,222,0.307
0.821314566,-0.116598973,0.674931396,0.782047997,-0.319922872,-0.091455067,0.043,0.121,223,0.653
1.268172016,-0.116598973,0.674931396,0.782047997,-0.319922872,-0.091455067,0.043,0.121,223,0.653
1.044743291,-0.116598973,0.674931396,0.782047997,-0.319922872,-0.091455067,0.043,0.121,223,0.653
-0.74268651,1.231059701,0.674931396,0.782047997,-0.86417928,0.04104745,0.041,0.049,217,0.67
0.430314297,-0.116598973,0.674931396,0.782047997,-1.68056389,0.092009956,0.01,0.05,224,0.31
1.268172016,-0.418396633,0.674931396,0.782047997,1.721038655,0.092009956,0.08,0.11,223,1.228
1.044743291,-0.13606979,0.674931396,0.782047997,-1.68056389,-0.060877563,0.026,0.047,223,0.391
1.268172016,0.336792903,0.674931396,0.782047997,0.360397637,-0.060877563,0.062,0.066,223,0.468
1.268172016,-0.117989746,0.674931396,0.782047997,0.360397637,0.04104745,0.05,0.09,223,0.41
0.597885841,-0.117989746,0.674931396,0.782047997,0.360397637,0.04104745,0.05,0.09,223,0.41
1.268172016,-0.13606979,0.674931396,0.782047997,-1.68056389,0.04104745,0.073,0.126,223,1.108
0.374457116,0.564879613,0.71954718,0.782047997,0.224333535,-0.055781313,0.028,0.01,226,0.75
-0.072400334,0.564879613,0.71954718,0.782047997,0.360397637,0.010469946,0.016,0.03,226,0.45
-0.519257785,0.564879613,0.71954718,0.782047997,0.360397637,0.010469946,0.016,0.03,226,0.45
-0.072400334,1.539811224,0.71954718,0.782047997,1.448910451,0.04104745,0.013,0.029,224,0.268
0.430314297,0.389642262,0.71954718,0.782047997,0.360397637,0.066528703,0.02,0.04,226,0.25
0.430314297,-0.116598973,0.71954718,0.782047997,-1.68056389,-0.060877563,0.02,0.05,224,0.35
-0.295829059,-0.116598973,0.71954718,0.782047997,-1.68056389,-0.060877563,0.02,0.05,224,0.35
0.821314566,0.432756214,0.71954718,0.782047997,-1.408435687,-0.009915057,0.022,0.058,226,0.355
-0.295829059,-0.13606979,0.71954718,0.782047997,1.312846349,0.092009956,0.024,0.061,224,0.617
1.268172016,-0.418396633,0.71954718,0.782047997,1.721038655,0.04104745,0.076,0.115,226,1.331
1.268172016,0.336792903,0.71954718,0.782047997,0.360397637,-0.060877563,0.062,0.066,226,0.468
0.597885841,-0.418396633,0.764162965,0.782047997,1.721038655,0.092009956,0.035,0.064,228,0.996
0.374457116,-0.418396633,0.764162965,0.782047997,1.721038655,-0.060877563,0.041,0.034,228,0.481
1.268172016,-0.418396633,0.764162965,0.782047997,1.721038655,0.092009956,0.026,0.079,228,0.896
0.430314297,0.389642262,0.764162965,0.782047997,-1.272371585,0.066528703,0.03,0.6,227,0.26
